,channelGrouping,date,device_browser,device_deviceCategory,device_isMobile,device_operatingSystem,fullVisitorId,geoNetwork_city,geoNetwork_continent,geoNetwork_country,geoNetwork_metro,geoNetwork_networkDomain,geoNetwork_region,geoNetwork_subContinent,sessionId,totals_bounces,totals_hits,totals_newVisits,totals_pageviews,totals_transactionRevenue,trafficSource_adContent,trafficSource_campaignCode,trafficSource_isTrueDirect,trafficSource_keyword,trafficSource_medium,trafficSource_referralPath,trafficSource_source,tsadclick_adNetworkType,tsadclick_gclId,tsadclick_isVideoAd,tsadclick_page,tsadclick_slot,visitId,visitNumber,visitStartTime
799506,Referral,20170418,Chrome,desktop,FALSE,Macintosh,2.88E+17,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,287904279013543394_1492546038,,33,,20,52070000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492546038,11,1492546038
799509,Referral,20170418,Chrome,desktop,FALSE,Macintosh,5.65E+18,,Americas,United States,,ztomy.com,,Northern America,5652101550786394440_1492546292,,34,1,29,59960000,,,,,referral,/,mall.googleplex.com,,,,,,1492546292,1,1492546292
799514,Organic Search,20170418,Chrome,desktop,FALSE,Windows,9.07E+18,,Americas,United States,,illinois.edu,,Northern America,9070662269260587187_1492531567,,36,,30,31680000,,,TRUE,,organic,,google,,,,,,1492531567,3,1492531567
799515,Referral,20170418,Chrome,desktop,FALSE,Macintosh,8.58E+18,Chicago,Americas,United States,Chicago IL,comcast.net,Illinois,Northern America,8576181290100309449_1492538297,,37,,29,38330000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492538297,7,1492538297
799524,Referral,20170418,Chrome,desktop,FALSE,Macintosh,3.53E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,3534570005343502837_1492526106,,44,,30,30770000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1492526106,3,1492526106
799526,Organic Search,20170418,Chrome,desktop,FALSE,Linux,8.36E+18,,Americas,United States,,sbcglobal.net,,Northern America,8362548980861988572_1492548977,,45,1,35,66380000,,,,,organic,,google,,,,,,1492548977,1,1492548977
799527,Referral,20170418,Chrome,desktop,FALSE,Windows,9.03E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,9031724260430223922_1492537580,,45,,31,105390000,,,,,referral,/,mall.googleplex.com,,,,,,1492537580,2,1492537580
799528,Referral,20170418,Chrome,desktop,FALSE,Macintosh,9.43E+18,,Americas,United States,,,,Northern America,9426148810376053164_1492582951,,45,1,33,23960000,,,,,referral,/,mall.googleplex.com,,,,,,1492582951,1,1492582951
799530,Organic Search,20170418,Chrome,desktop,FALSE,Macintosh,9.27E+18,,Americas,United States,,ena.net,,Northern America,9271646111007364974_1492525297,,50,,32,111580000,,,TRUE,,organic,,google,,,,,,1492525297,2,1492525297
799534,Referral,20170418,Chrome,desktop,FALSE,Macintosh,5.72E+18,,Americas,United States,,,,Northern America,5720584332217047483_1492532339,,52,,34,579500000,,,,,referral,/,mall.googleplex.com,,,,,,1492532339,2,1492532339
799535,Organic Search,20170418,Chrome,desktop,FALSE,Macintosh,2.80E+18,New York,Americas,United States,New York NY,rr.com,New York,Northern America,2800282822736967709_1492540827,,58,1,45,37250000,,,,,organic,,google,,,,,,1492540827,1,1492540827
799536,Organic Search,20170418,Chrome,desktop,FALSE,Macintosh,3.95E+17,,Americas,United States,,unknown.unknown,,Northern America,0394724420324392696_1492539603,,58,1,29,13990000,,,,,organic,,google,,,,,,1492539603,1,1492539603
799539,Organic Search,20170418,Safari,desktop,FALSE,Macintosh,6.58E+18,Houston,Americas,United States,Houston TX,sbcglobal.net,Texas,Northern America,6576312646375701904_1492528597,,68,,44,114610000,,,TRUE,,organic,,google,,,,,,1492528597,12,1492528597
799542,Display,20170418,Firefox,desktop,FALSE,Windows,1.96E+18,,Americas,United States,,comcastbusiness.net,,Northern America,1957458976293878100_1492527922,,77,,56,5614440000,,,TRUE,,cpm,,dfa,,,,,,1492527922,258,1492527922
799543,Organic Search,20170418,Chrome,desktop,FALSE,Windows,1.54E+17,,Americas,United States,,comcast.net,,Northern America,154104806751769000_1492537130,,88,1,54,744840000,,,,,organic,,google,,,,,,1492537130,1,1492537130
799890,Social,20170418,Chrome,desktop,FALSE,Windows,2.33E+18,,Americas,United States,,,,Northern America,2327809759534404336_1492542381,,75,,50,72750000,,,,,referral,/,l.facebook.com,,,,,,1492542381,2,1492542381
801094,Direct,20170122,Internet Explorer,desktop,FALSE,Windows,9.91E+18,,Americas,United States,,rr.com,,Northern America,9913050839913654697_1485145536,,11,1,9,16500000,,,TRUE,,(none),,(direct),,,,,,1485145536,1,1485145536
801181,Paid Search,20170122,Chrome,desktop,FALSE,Macintosh,8.40E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,8398495866792940081_1485128091,,19,,15,15190000,,,,6qEhsCssdK0z36ri,cpc,,google,Google Search,Cj0KEQiAzZHEBRD0ivi9_pDzgYMBEiQAtvxt-DcDWrXEWdmtpEBGEncOldmRNgnOKkAyOhAvA9TuhR0aAkNH8P8HAQ,FALSE,1,Top,1485128091,6,1485128091
801203,Organic Search,20170122,Chrome,desktop,FALSE,Windows,7.25E+18,New York,Americas,United States,New York NY,rcn.net,New York,Northern America,7249775005981823793_1485073840,,23,,22,18990000,,,TRUE,,organic,,google,,,,,,1485073840,2,1485073840
801232,Referral,20170122,Chrome,desktop,FALSE,Macintosh,5.08E+18,New York,Americas,United States,New York NY,,New York,Northern America,5084365397599422550_1485113454,,33,,28,59980000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1485113454,2,1485113454
801237,Organic Search,20170122,Chrome,mobile,TRUE,Android,5.94E+17,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,594022882962204579_1485128773,,34,,29,52970000,,,TRUE,,organic,,google,,,,,,1485128773,4,1485128773
801239,Referral,20170122,Chrome,desktop,FALSE,Macintosh,1.00E+18,,Americas,United States,,,,Northern America,1004387731868322508_1485132761,,35,1,27,27180000,,,,,referral,/,mall.googleplex.com,,,,,,1485132761,1,1485132761
801243,Direct,20170122,Chrome,desktop,FALSE,Windows,9.08E+18,Seattle,Americas,United States,Seattle-Tacoma WA,iinet.com,Washington,Northern America,9077717113702247034_1485135453,,38,,34,15960000,,,TRUE,,(none),,(direct),,,,,,1485135453,8,1485135453
801249,Referral,20170122,Chrome,desktop,FALSE,Macintosh,9.24E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,9237271576556447449_1485136484,,42,1,38,13590000,,,,,referral,/,mall.googleplex.com,,,,,,1485136484,1,1485136484
801250,Referral,20170122,Chrome,desktop,FALSE,Macintosh,4.82E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,4815752337215431060_1485121900,,42,,33,166230000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1485121900,2,1485121900
801264,Referral,20170122,Chrome,desktop,FALSE,Macintosh,9.52E+18,Atlanta,Americas,United States,Atlanta GA,comcast.net,Georgia,Northern America,9519453598438934808_1485117971,,167,,116,956550000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1485117971,6,1485117971
802616,Organic Search,20170101,Safari,desktop,FALSE,Macintosh,7.42E+18,,Americas,United States,,,,Northern America,7424654781881934440_1483274750,,20,1,17,1990000,,,,,organic,,google,,,,,,1483274750,1,1483274750
802622,Organic Search,20170101,Safari,desktop,FALSE,Macintosh,6.13E+18,,Americas,United States,,,,Northern America,6129059309050021920_1483325774,,21,,15,20980000,,,TRUE,,organic,,google,,,,,,1483325774,2,1483325774
802636,Organic Search,20170101,Chrome,desktop,FALSE,Macintosh,8.72E+18,,Americas,United States,,,,Northern America,8722134795757149550_1483325386,,25,1,25,55990000,,,,,organic,,google,,,,,,1483325386,1,1483325386
802638,Organic Search,20170101,Chrome,desktop,FALSE,Macintosh,7.24E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,7243174500774931832_1483317147,,25,1,23,25980000,,,,,organic,,google,,,,,,1483317147,1,1483317147
802665,Referral,20170101,Chrome,desktop,FALSE,Macintosh,2.27E+18,New York,Americas,United States,New York NY,verizon.net,New York,Northern America,2265703789548596461_1483295231,,52,,46,37570000,,,,,referral,/,mall.googleplex.com,,,,,,1483295231,5,1483295231
802666,Referral,20170101,Chrome,desktop,FALSE,Macintosh,3.73E+18,,Americas,United States,,,,Northern America,3725836239165941255_1483329849,,52,1,40,75180000,,,,,referral,/,mall.googleplex.com,,,,,,1483329849,1,1483329849
802667,Referral,20170101,Chrome,desktop,FALSE,Macintosh,6.17E+18,,Americas,United States,,,,Northern America,6165745649694489775_1483310116,,57,,46,425070000,,,,,referral,/,mall.googleplex.com,,,,,,1483310116,4,1483310116
802669,Referral,20170101,Chrome,desktop,FALSE,Macintosh,2.74E+17,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,knology.net,California,Northern America,274035778263408429_1483311416,,59,,53,75180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1483311416,14,1483311416
802670,Organic Search,20170101,Chrome,desktop,FALSE,Windows,2.45E+18,,Americas,United States,,sbcglobal.net,,Northern America,2449425615576273633_1483325141,,60,,44,49960000,,,TRUE,,organic,,google,,,,,,1483325141,9,1483325141
802673,Referral,20170101,Chrome,desktop,FALSE,Macintosh,4.83E+18,New York,Americas,United States,New York NY,,New York,Northern America,4830211069912792009_1483321225,,74,,52,13590000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1483321225,7,1483321225
802675,Referral,20170101,Chrome,desktop,FALSE,Macintosh,8.11E+17,,Americas,United States,,ztomy.com,,Northern America,0810563443947477001_1483315785,,106,,75,145520000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1483315785,5,1483315785
803738,Direct,20170401,Chrome,desktop,FALSE,Macintosh,1.62E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,rr.com,California,Northern America,1618884882553763938_1491090577,,13,,11,16990000,,,TRUE,,(none),,(direct),,,,,,1491090577,10,1491090577
803760,Organic Search,20170401,Chrome,desktop,FALSE,Windows,2.58E+18,San Jose,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,2578611394525655595_1491034581,,39,,29,29990000,,,TRUE,,organic,,google,,,,,,1491034581,4,1491034581
805018,Organic Search,20170401,Safari,desktop,FALSE,Macintosh,2.56E+18,,Americas,United States,,,,Northern America,2556948849524550835_1491097844,,11,,9,18990000,,,TRUE,,organic,,google,,,,,,1491097844,2,1491097844
805057,Referral,20170401,Chrome,desktop,FALSE,Macintosh,1.64E+18,,Americas,United States,,,,Northern America,1639589047263376521_1491095245,,16,,11,31180000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1491095245,24,1491095245
805066,Direct,20170401,Chrome,desktop,FALSE,Windows,2.42E+18,,Americas,United States,,unknown.unknown,,Northern America,2418102200342405484_1491072529,,17,1,16,23990000,,,TRUE,,(none),,(direct),,,,,,1491072529,1,1491072529
805085,Organic Search,20170401,Chrome,desktop,FALSE,Windows,2.18E+17,,Americas,United States,,unknown.unknown,,Northern America,217565022356586977_1491074425,,22,,20,23840000,,,TRUE,,organic,,google,,,,,,1491074425,7,1491074425
805094,Direct,20170401,Chrome,desktop,FALSE,Macintosh,2.04E+17,,Americas,United States,,comcast.net,,Northern America,204082098779114456_1491067483,,27,1,22,35980000,,,TRUE,,(none),,(direct),,,,,,1491067483,1,1491067483
805096,Organic Search,20170401,Safari,desktop,FALSE,Macintosh,1.33E+18,,Americas,Canada,,netfirms.com,,Northern America,1331054854760368915_1491083289,,27,,23,1990000,,,TRUE,,organic,,google,,,,,,1491083289,2,1491083289
805112,Organic Search,20170401,Chrome,desktop,FALSE,Macintosh,1.83E+18,,Americas,United States,,,,Northern America,1832346198788998091_1491074261,,36,1,26,5970000,,,,,organic,,google,,,,,,1491074261,1,1491074261
805117,Referral,20170401,Chrome,desktop,FALSE,Macintosh,7.07E+17,,Americas,United States,,comcast.net,,Northern America,0707424893758055863_1491085356,,38,1,32,15990000,,,,,referral,/,mall.googleplex.com,,,,,,1491085356,1,1491085356
805119,Referral,20170401,Chrome,desktop,FALSE,Macintosh,6.82E+18,,Americas,United States,,,,Northern America,6818117303364696962_1491091099,,43,,29,155170000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1491091099,2,1491091099
805123,Referral,20170401,Chrome,desktop,FALSE,Chrome OS,2.20E+18,,Americas,United States,,googlefiber.net,,Northern America,2200795303463456741_1491065007,,52,1,43,21980000,,,,,referral,/,mall.googleplex.com,,,,,,1491065007,1,1491065007
805266,Organic Search,20170302,Chrome,desktop,FALSE,Windows,7.58E+18,,Americas,United States,,qwest.net,,Northern America,7581944643988473648_1488499138,,15,,13,33990000,,,TRUE,,organic,,google,,,,,,1488499138,4,1488499138
805287,Organic Search,20170302,Chrome,desktop,FALSE,Macintosh,6.37E+15,Toronto,Americas,Canada,,,Ontario,Northern America,6366382357860597_1488491353,,32,,30,43960000,,,TRUE,,organic,,google,,,,,,1488491353,2,1488491353
805294,Organic Search,20170302,Safari,mobile,TRUE,iOS,6.72E+18,Kirkland,Americas,United States,Seattle-Tacoma WA,comcast.net,Washington,Northern America,6722620376499258929_1488511939,,42,1,36,84970000,,,,,organic,,google,,,,,,1488511939,1,1488511939
805296,Organic Search,20170302,Chrome,desktop,FALSE,Chrome OS,2.38E+17,,Americas,United States,,,,Northern America,0238421727680250617_1488525051,,46,1,36,15980000,,,,,organic,,google,,,,,,1488525051,1,1488525051
805297,Organic Search,20170302,Chrome,desktop,FALSE,Windows,2.91E+17,,Americas,United States,,mycingular.net,,Northern America,0291161766415927075_1488506831,,51,1,37,63450000,,,,,organic,,google,,,,,,1488506831,1,1488506831
805939,Organic Search,20170302,Chrome,desktop,FALSE,Windows,5.02E+17,,Americas,United States,,unknown.unknown,,Northern America,502027330594674519_1488479930,,10,,10,19990000,,,TRUE,,organic,,google,,,,,,1488479930,33,1488479930
805960,Direct,20170302,Chrome,desktop,FALSE,Windows,6.38E+18,,Americas,United States,,frontiernet.net,,Northern America,6383227990844000158_1488499195,,11,,11,98990000,,,TRUE,,(none),,(direct),,,,,,1488499195,2,1488499195
805964,Direct,20170302,Chrome,desktop,FALSE,Windows,7.81E+18,Salem,Americas,United States,Roanoke-Lynchburg VA,comcastbusiness.net,Virginia,Northern America,7813149961404844386_1488465781,,11,,11,19990000,,,TRUE,,(none),,(direct),,,,,,1488465781,77,1488465781
806017,Referral,20170302,Chrome,desktop,FALSE,Macintosh,8.60E+18,New York,Americas,United States,New York NY,,New York,Northern America,8601291069934991536_1488473447,,14,,12,8790000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1488473447,4,1488473447
806024,Organic Search,20170302,Chrome,desktop,FALSE,Macintosh,3.78E+18,,Americas,United States,,,,Northern America,3783357047189991250_1488477008,,15,,14,13590000,,,TRUE,,organic,,google,,,,,,1488477008,3,1488477008
806051,Organic Search,20170302,Chrome,mobile,TRUE,Android,1.24E+17,,Americas,United States,,,,Northern America,0123644124068077489_1488504151,,17,,17,37980000,,,TRUE,,organic,,google,,,,,,1488504151,2,1488504151
806065,Organic Search,20170302,Chrome,desktop,FALSE,Windows,7.74E+17,,Americas,United States,,unknown.unknown,,Northern America,773808986747306437_1488484203,,20,1,18,16990000,,,,,organic,,google,,,,,,1488484203,1,1488484203
806069,Organic Search,20170302,Chrome,desktop,FALSE,Windows,3.00E+18,New York,Americas,United States,New York NY,rr.com,New York,Northern America,3004372961374540128_1488441982,,21,1,20,12990000,,,,,organic,,google,,,,,,1488441982,1,1488441982
806078,Organic Search,20170302,Chrome,mobile,TRUE,Android,2.28E+18,San Francisco,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,2282347297061009421_1488494826,,23,,21,49990000,,,TRUE,,organic,,google,,,,,,1488494826,3,1488494826
806083,Organic Search,20170302,Chrome,desktop,FALSE,Windows,1.26E+18,,Americas,United States,,rr.com,,Northern America,1255802320193690482_1488502150,,24,1,18,9460000,,,,,organic,,google,,,,,,1488502150,1,1488502150
806089,Direct,20170302,Chrome,desktop,FALSE,Macintosh,2.94E+18,Chicago,Americas,United States,Chicago IL,,Illinois,Northern America,2938490191342735172_1488473355,,26,1,19,404940000,,,TRUE,,(none),,(direct),,,,,,1488473355,1,1488473355
806090,Referral,20170302,Chrome,desktop,FALSE,Macintosh,8.86E+18,,Americas,United States,,optonline.net,,Northern America,8855684563900497413_1488479044,,26,,24,63750000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1488479044,4,1488479044
806093,Paid Search,20170302,Firefox,desktop,FALSE,Macintosh,6.76E+16,,Americas,United States,,zoominternet.net,,Northern America,067586620214837441_1488483586,,29,1,26,7980000,Google Merchandise Collection,,,Google Merchandise,cpc,,google,Google Search,Cj0KEQiAot_FBRCqt8jVsoDKoZABEiQAqFL76Gpf8aIQBQi2l4nbQiwjxx4M8g5dQU9DqhdtSRWk3w4aAvRF8P8HAQ,FALSE,1,Top,1488483586,1,1488483586
806097,Organic Search,20170302,Safari,desktop,FALSE,Macintosh,6.99E+18,,Americas,United States,,suddenlink.net,,Northern America,6986536761307654836_1488484895,,30,,26,58960000,,,TRUE,,organic,,google,,,,,,1488484895,3,1488484895
806109,Referral,20170302,Chrome,desktop,FALSE,Macintosh,8.06E+18,,Americas,United States,,comcastbusiness.net,,Northern America,8057866608589119200_1488482798,,34,1,28,8780000,,,,,referral,/,mall.googleplex.com,,,,,,1488482798,1,1488482798
806113,Referral,20170302,Chrome,desktop,FALSE,Macintosh,3.53E+18,Mountain View,Americas,United States,San Francisco-Oakland-San Jose CA,,California,Northern America,3532463620992915742_1488496344,,36,,27,61560000,,,TRUE,,referral,/,mall.googleplex.com,,,,,,1488496344,6,1488496344
806114,Organic Search,20170302,Chrome,desktop,FALSE,Windows,2.17E+18,,Americas,United States,,bhn.net,,Northern America,2167603248081396951_1488520688,,37,1,30,42970000,,,,,organic,,google,,,,,,1488520688,1,1488520688
806115,Referral,20170302,Chrome,desktop,FALSE,Macintosh,1.12E+18,,Americas,United States,,,,Northern America,1122839061330453830_1488484677,,39,1,37,119130000,,,,,referral,/,mall.googleplex.com,,,,,,1488484677,1,1488484677
806123,Referral,20170302,Chrome,desktop,FALSE,Macintosh,9.57E+18,Barcelona,Europe,Spain,,rima-tde.net,Catalonia,Southern Europe,9569453499465889655_1488474642,,46,1,39,367800000,,,,,referral,/,mall.googleplex.com,,,,,,1488474642,1,1488474642
806131,Direct,20170302,Chrome,desktop,FALSE,Macintosh,8.21E+18,,Americas,United States,,bardstowncable.net,,Northern America,8209866700423757600_1488495519,,74,,54,119590000,,,TRUE,,(none),,(direct),,,,,,1488495519,3,1488495519
806133,Direct,20170302,Chrome,desktop,FALSE,Chrome OS,7.31E+18,Chicago,Americas,United States,Chicago IL,comcast.net,Illinois,Northern America,7311242886083854158_1488471042,,103,,75,1213010000,,,TRUE,,(none),,(direct),,,,,,1488471042,18,1488471042
806135,Organic Search,20170302,Chrome,desktop,FALSE,Windows,7.71E+18,New York,Americas,United States,New York NY,invadvi.com,New York,Northern America,7713012430069756739_1488524534,,216,1,176,71960000,,,,,organic,,google,,,,,,1488524534,1,1488524534
807405,Organic Search,20170614,Chrome,desktop,FALSE,Windows,4.88E+18,Fremont,Americas,United States,San Francisco-Oakland-San Jose CA,comcast.net,California,Northern America,4879562471912018386_1497493860,,96,1,73,130930000,,,,,organic,,google,,,,,,1497493860,1,1497493860
